name,price,price_tax,description,allergens,calories,carbohydrate,fat,fiber,protein,salt,sugar,is_seven_premium,category,small_category,url,image_url
もちとろ塩バニラとろーり黒蜜入り,168.0,181.44,バニラの香りに塩味を加えた塩バニラホイップと黒蜜ソースをやわらかいおもちで包みました。,乳,148.0,20.6,6.8,0.1,1.1,0.11,20.5,false,スイーツ,和菓子,https://www.sej.co.jp/products/a/item/112240/,https://img.7api-01.dp1.sej.co.jp/item-image/112240/E3E0E3DE93C2ABA327AB38E3F37620D1.jpg
甘辛ヤンニョムのおつまみ３種キムチ,198.0,213.84,甘みと辛みのあるヤンニョムを使用した３種のキムチです。,小麦,49.0,8.9,0.5,2.2,3.2,2.4,6.7,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/104779/,https://img.7api-01.dp1.sej.co.jp/item-image/104779/5E5E286C5DC3FE142E3B1A545C028D30.jpg
栃尾の油揚げ（ねぎ・生姜）,340.0,367.2,新潟名物「栃尾の油揚げ」を焼きあげて、ねぎと生姜をのせたおつまみ。,小麦,263.0,2.4,18.2,1.5,23.1,1.0,0.9,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/106342/,https://img.7api-01.dp1.sej.co.jp/item-image/106342/A684D0B24986F9D78A8A6CC69061E968.jpg
かしわめし,348.0,375.84,鶏肉の旨味を感じられる御飯に、甘辛く煮た鶏肉と錦糸玉子，刻みのり，紅生姜を盛り付けた御飯,"卵,小麦",425.0,78.6,6.4,1.1,13.7,2.3,77.5,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/041321/,https://img.7api-01.dp1.sej.co.jp/item-image/041321/B0493BC9E5A6D2BCE8C06CB74469CC46.jpg
７プレミアムいかそうめん,178.0,192.24,いかの耳部分を食べやすいように細くカットしたいかおつまみです。いかの耳部分特有のコリコリとした食感が楽しめます。,,74.0,4.2,0.8,0.0,12.5,1.3,4.2,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380346/,https://img.7api-01.dp1.sej.co.jp/item-image/380346/AC56CB11A0A7220D3ED500DC187A2629.jpg
７Ｐフルーツだけの美味しさブルーベリー,328.0,354.24,果実の味わいを最大限に活かしたフルーツだけで仕上げたスプレッドです,,25.0,6.5,0.0,0.4,0.1,0.01,6.1,true,常温・加工食品,ジャム・はちみつ,https://www.sej.co.jp/products/a/item/370160/,https://img.7api-01.dp1.sej.co.jp/item-image/370160/B64AB2BD47717B4A2F1A4435A14B5FF0.jpg
７プレミアム濃い無調整豆乳２００ｍｌ,98.0,105.84,濃厚な大豆の旨味と飲みやすい味わいの無調整豆乳。,,115.0,3.7,7.0,0.4,9.6,0.02,3.3,true,ソフトドリンク,スポーツドリンク・水・健康飲料ほか,https://www.sej.co.jp/products/a/item/210014/,https://img.7api-01.dp1.sej.co.jp/item-image/210014/F4008599B3B85833AE17C57C838A79A7.jpg
７プレミアムサクサク食感のいかフライ旨辛味,138.0,149.04,サクサクとした食感と辛味がクセになるいかフライです。,"卵,乳,小麦,えび",266.0,32.8,12.5,1.2,6.1,1.4,31.6,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380532/,https://img.7api-01.dp1.sej.co.jp/item-image/380532/0B387C7BDFFCF8A2CAB00CBD93B9A6C1.jpg
合わせ味噌仕立ての具だくさん豚汁,340.0,367.2,静岡県内で好まれている麹味噌を使用した、野菜がたくさん入った具だくさんの豚汁です。,,170.0,15.0,7.6,4.1,12.4,2.5,10.9,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/100422/,https://img.7api-01.dp1.sej.co.jp/item-image/100422/26EF707908C39963E34EC5B45DC87E31.jpg
おむすび２個入り焼鮭・藤五郎梅,230.0,248.4,鮭と藤五郎梅の２種類のおむすびを味わえる商品です。,,309.0,68.7,1.8,3.1,6.0,2.5,65.6,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/041438/,https://img.7api-01.dp1.sej.co.jp/item-image/041438/9891630D3F9BED110F375314FD62E4DE.jpg
八ヶ岳野辺山高原牛乳のほいっぷぷりん,298.0,321.84,牛乳の産地として知られる八ヶ岳野辺山高原牛乳を使用した、ミルクの美味しさが詰まったミルクホイッププリンです。,乳,304.0,27.3,20.4,0.4,3.0,0.13,26.9,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/113679/,https://img.7api-01.dp1.sej.co.jp/item-image/113679/224992C8AC647152EDABFEEEDDE82B68.jpg
７プレミアム焼きとん,258.0,278.64,脂付きのよいかしら肉と程よい食感のたん元を使用した焼きとんです。,"卵,乳,小麦",286.0,1.0,25.2,0.8,14.3,1.6,0.2,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410574/,https://img.7api-01.dp1.sej.co.jp/item-image/410574/67C69D2ACCDC6AD60D92D9AA3B97A932.jpg
お出汁のきいた牛カレーうどん,540.0,583.2,牛肉の旨味が溶け込んだお出汁の効いたカレーと、滋賀県産小麦粉を使用した、ねばりと弾力のあるうどんを合わせたカレーうどんです。,"乳,小麦",511.0,80.9,13.7,4.6,18.3,7.0,76.3,false,そば・うどん・中華麺,うどん,https://www.sej.co.jp/products/a/item/094953/,https://img.7api-01.dp1.sej.co.jp/item-image/094953/732ED9C753CA8F8F20D2B088E3E64ABD.jpg
炭火焼鳥しお（別添わさび）,420.0,453.6,肉の旨みと柔らかさを感じられる、炭火で焼いた焼鳥です。,小麦,236.0,1.4,13.4,0.3,27.7,2.4,1.1,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/100208/,https://img.7api-01.dp1.sej.co.jp/item-image/100208/B3566C3AA16FE3256E2B8D0A95244CB3.jpg
７カフェバター香るふわふわバウムクーヘン,178.0,192.24,北海道産バターとこだわり卵を使い、ふんわり焼き上げたバウムクーヘンです。,"卵,乳,小麦",239.0,29.8,11.6,0.4,4.2,0.2,29.4,true,お菓子,チョコレート・焼き菓子,https://www.sej.co.jp/products/a/item/323393/,https://img.7api-01.dp1.sej.co.jp/item-image/323393/A748063D004751C22F2C1C16800C8955.jpg
７プレミアム海老チリ,298.0,321.84,食卓のおかずにもおつまみにもなる、豆板醤が味の決め手のエビチリです。,"卵,小麦,えび",179.0,13.4,11.8,1.1,5.2,2.0,12.3,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410261/,https://img.7api-01.dp1.sej.co.jp/item-image/410261/8C7C0D7497D5F11BA40875346B96A583.jpg
７プレミアムお好みソース５００ｇ,228.0,246.24,りんご、デーツ、パイナップル、もも、レモン、マンゴーの６種の果実を使用したフルーティな甘味と、魚醤など魚介のうま味がきいたお好み焼のソースです。,小麦,22.0,5.4,0.0,0.1,0.2,0.7,5.3,true,常温・加工食品,調味料,https://www.sej.co.jp/products/a/item/350062/,https://img.7api-01.dp1.sej.co.jp/item-image/350062/81CA527DF6144D2DB76C685FAA63579D.jpg
ロッテ爽バニラ,170.0,183.6,,"卵,乳",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450636/,https://img.7api-01.dp1.sej.co.jp/item-image/450636/87D2AFDFD2BE2475A758EF3AB79F0269.jpg
１／２日分の野菜中華丼,530.0,572.4,オイスターソースベースの餡（あん）で深みのある味わいです。ラードで炒めた野菜をたっぷり食べられる中華丼です。,"小麦,えび",517.0,88.8,12.7,3.4,13.5,3.6,85.4,false,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/041338/,https://img.7api-01.dp1.sej.co.jp/item-image/041338/8E97E495A829D61FD74F86436769C491.jpg
７Ｐひとくちさつまえび玉ねぎ,198.0,213.84,ぷりっとした食感が特長の、えびと玉ねぎが入ったさつま揚げです。,"卵,小麦,えび",109.0,10.5,4.4,0.5,7.0,1.5,10.0,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250149/,https://img.7api-01.dp1.sej.co.jp/item-image/250149/29D4F4B236B28E588C6888FA0CD047B5.jpg
あんかけスパゲティミラネーズ,520.0,561.6,東海地区で馴染みのある、あんかけスパゲティです。,"卵,乳,小麦",703.0,110.4,19.7,10.4,26.1,7.2,100.0,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/094325/,https://img.7api-01.dp1.sej.co.jp/item-image/094325/2B0028D211E2727111CCAB273AAC2BD6.jpg
７プレミアムハムマヨ３個入,130.0,140.4,しっとり柔らかいパンで、ハムとマヨネーズを一緒に包み、焼き上げました。,"卵,乳,小麦",101.0,11.8,4.9,0.3,2.7,0.6,11.5,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290243/,https://img.7api-01.dp1.sej.co.jp/item-image/290243/4FA06B91C237A61591802AEDED4AD0D0.jpg
埼玉県産ブロッコリーと玉子のタルタルサラダ,278.0,300.24,旬の埼玉県産ブロッコリーを使用したサラダです。茹で玉子と一緒に特製のタルタルソースでお召し上がりください。,卵,159.0,3.2,13.6,1.3,6.6,0.98,1.9,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/105263/,https://img.7api-01.dp1.sej.co.jp/item-image/105263/C9BCE25A0AE2A8CAF16D324FE9460FDA.jpg
塩むすびちりめん山椒,130.0,140.4,ちりめんと風味豊かな山椒を醤油と水飴でバランスよく煮た佃煮のおむすびです。,小麦,190.0,42.6,0.9,1.7,3.7,1.3,40.9,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043070/,https://img.7api-01.dp1.sej.co.jp/item-image/043070/0F97367F7BCB353C6981F0E27B59A1D2.jpg
７プレミアム燻製グリルミックスナッツ,198.0,213.84,さくらのチップで燻製し、グリル（炭火焼）風味をプラスした、上品な香りのミックスナッツです。,落花生,272.0,13.6,20.6,3.3,8.0,0.3,10.3,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310900/,https://img.7api-01.dp1.sej.co.jp/item-image/310900/A200F9E7610A753D4EACBCE07B117391.jpg
昔なつかしポテトサラダ,198.0,213.84,北海道男爵芋を使用した素材の味を楽しめるポテトサラダです。野菜の味や食感も楽しめる仕立てです。,卵,244.0,23.2,16.3,2.0,2.0,1.4,21.2,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/105024/,https://img.7api-01.dp1.sej.co.jp/item-image/105024/BAEB0ED7348AAFBC16DCB3DE10B5D805.jpg
７プレミアム練乳の味わい白くま,368.0,397.44,原材料高騰に伴い、品質向上し売価を３３８円（税抜）から３６８円（税抜）に変更します。練乳氷に練乳ソースをたっぷりといれた最後まで練乳を楽しめる仕立てです。,乳,264.0,45.1,7.3,0.9,4.9,0.16,44.2,true,スイーツ・アイス,アイス,https://www.sej.co.jp/products/a/item/450107/,https://img.7api-01.dp1.sej.co.jp/item-image/450107/E150D9E889982B3906A21C6FA2729497.jpg
７プレミアムあたりめ１６ｇ,178.0,192.24,乾燥させたいかを遠赤外線で香ばしく焼き上げ、食べやすい幅に裂いた、噛むほどに旨味広がるいか珍味商品です。,,46.0,0.1,0.4,0.0,10.7,0.6,0.1,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380104/,https://img.7api-01.dp1.sej.co.jp/item-image/380104/CD82D73DA8DA5BABDE18796F7637703A.jpg
吉田のうどん肉天わかめ（豚肉使用）,470.0,507.6,国産小麦の風味の良い吉田のうどん。バラエティに富んだ具沢山な仕立て。,"卵,小麦",579.0,85.6,14.7,5.5,28.7,6.4,80.1,false,そば・うどん・中華麺,うどん,https://www.sej.co.jp/products/a/item/093318/,https://img.7api-01.dp1.sej.co.jp/item-image/093318/7A97B03E0D375B115578D4B83D0D4E59.jpg
７プレミアム胡麻が濃厚な担々麺,298.0,321.84,皮付きの胡麻、練り胡麻を使ったスープは、濃厚でコクのある味わいです,"卵,小麦,落花生",764.0,70.2,42.0,8.8,30.7,7.7,61.4,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410098/,https://img.7api-01.dp1.sej.co.jp/item-image/410098/90CFE9C0251FB556707504F211833898.jpg
こんがり焼いた醤油焼おにぎり,120.0,129.6,一部もち米使用からすべてうるち米使用に変更しています。売価、ご飯量の変更はございません。　静岡県で醸造したこだわりの醤油を使用した焼おにぎりです。,小麦,237.0,53.3,1.1,2.1,4.6,1.8,51.2,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045995/,https://img.7api-01.dp1.sej.co.jp/item-image/045995/182A8C3FA0D91877CA97F6B8A7FEF27C.jpg
ブリトーあんバター,270.0,291.6,つぶあん使用のあんこフィリングにバターを加えてもちもち生地で包んだブリトーです。,"卵,乳,小麦",264.0,45.2,6.3,3.1,8.1,0.8,42.1,false,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052623/,https://img.7api-01.dp1.sej.co.jp/item-image/052623/53DE6C21DB2B759785CF12130769004A.jpg
高知アイスアイスクリンコーン,180.0,194.4,,"卵,乳,小麦",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450359/,https://img.7api-01.dp1.sej.co.jp/item-image/450359/E7284DD9B3FCA19A9436E94A97FCA787.jpg
７プレミアムスペシャルティオリジナルＢ１８０ｇ,598.0,645.84,スペシャルティコーヒーならではのさわやかな酸味の味わいが特長のレギュラーコーヒーです。ブラジル ベレーダ農園産のコーヒー豆のみを使用しております。,,2.0,0.6,0.0,0.1,0.0,0.0,0.5,true,常温・加工食品,インスタントドリンク,https://www.sej.co.jp/products/a/item/370149/,https://img.7api-01.dp1.sej.co.jp/item-image/370149/79D937D0EF806889698F8F47CE84AD45.jpg
７ザ・プライス焼いかげそピリ辛,398.0,429.84,噛めば噛むほど香ばしい風味と、旨味が感じられる唐辛子で辛口に仕上げた商品です。,,118.0,,1.4,,26.3,2.5,,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380475/,https://img.7api-01.dp1.sej.co.jp/item-image/380475/EEA1F08CECD00813728EFF4AA58DBBAE.jpg
７プレミアム煉羊羹,88.0,95.04,片手で手軽に食べていただける、北海道産小豆を使用した煉羊羹です。,,151.0,37.3,0.3,4.1,1.9,0.01,33.2,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310288/,https://img.7api-01.dp1.sej.co.jp/item-image/310288/8349308BADCAD2557135A1BF7FAD83F3.jpg
スパイス香るロースカツカレー,550.0,594.0,スパイスの爽快感と野菜や果物の甘味と旨味を感じられるスパイシーなロースカツカレーです。,"乳,小麦",834.0,122.4,26.8,3.2,27.3,3.1,119.2,false,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/044567/,https://img.7api-01.dp1.sej.co.jp/item-image/044567/AA5AB3317D207A078E7F026F1BB04C5E.jpg
香ばし醤油の焼うどん,460.0,496.8,じっくりと高温で炒めた、香ばしい醤油味の焼うどんです。,小麦,539.0,91.2,11.8,7.9,20.9,5.5,83.3,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/094813/,https://img.7api-01.dp1.sej.co.jp/item-image/094813/79B2BE6353D522D02859B22705EE95AE.jpg
鮭ときのこの和風スープパスタ,510.0,550.8,人気のある食材（鮭、きのこ）を使用したスープパスタです。,小麦,379.0,56.3,8.4,4.0,21.6,3.8,52.3,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/094872/,https://img.7api-01.dp1.sej.co.jp/item-image/094872/27F977D11D172984B4D8B68E6710CB11.jpg
７Ｐ堅揚げポテト薫るうまみチーズ味,118.0,127.44,旨みの強いチェダーチーズを使用。チェダーチーズを燻製したスモークチーズをイメージした堅揚げポテトチップスです。,"乳,小麦",247.0,30.2,12.9,2.2,3.6,0.6,28.0,true,お菓子,スナック,https://www.sej.co.jp/products/a/item/330105/,https://img.7api-01.dp1.sej.co.jp/item-image/330105/F0125C7CC7B59F8BD39598C31F0B8B46.jpg
７プレミアムたこ焼,298.0,321.84,かつお節香る、とろーり食感のたこ焼です。,"卵,小麦",320.0,40.5,12.9,3.1,12.0,2.5,37.4,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410274/,https://img.7api-01.dp1.sej.co.jp/item-image/410274/1D2DCCF181A3C4C09E92DF58E078EB3C.jpg
ふんわりお好み焼き,590.0,637.2,鉄板で１枚１枚、丁寧にふんわりと焼き上げたお好み焼きです。豚・海老・いかを使用しています。,"卵,小麦,えび",537.0,70.4,20.0,4.8,21.2,6.3,65.6,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/094883/,https://img.7api-01.dp1.sej.co.jp/item-image/094883/0342B9D94546DEE1E49D0638164778AB.jpg
惣菜コッペキーマカレー＆たまご,240.0,259.2,ボリューム感あるコッペパンにキーマカレーとたまごフィリングをサンドした商品。,"卵,乳,小麦",545.0,56.7,29.0,5.9,17.3,2.6,50.8,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302336/,https://img.7api-01.dp1.sej.co.jp/item-image/302336/1149FD879985E141BB07A22DB7D972B3.jpg
モンブランプリン,260.0,280.8,卵のコクが感じられるカスタードプリンとくちどけの良いマロンクリームが一度に味わえる満足感のある仕立てです。,"卵,乳",217.0,24.9,11.1,0.5,4.5,0.14,24.4,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/113112/,https://img.7api-01.dp1.sej.co.jp/item-image/113112/BAD9BCB74A592EA0A07419B528E4A429.jpg
７プレミアム赤だし仕立て豚汁,198.0,213.84,東海地区限定。東海地区でなじみのある赤だし味噌を使用した豚汁です。,小麦,117.0,6.6,7.5,2.6,7.3,2.7,4.0,true,チルド惣菜,７プレミアム（副菜）,https://www.sej.co.jp/products/a/item/100664/,https://img.7api-01.dp1.sej.co.jp/item-image/100664/2EFB34DE9DA4DB4DBBCBD17AB2C1C070.jpg
７プレミアム一番茶入りほうじ茶ＴＢ２０Ｐ,268.0,289.44,香ばしい香りを味わえる焙煎の強い茶葉や、ほんのり甘い後味の一番茶などをブレンドした、ほうじ茶のティーバッグです,,0.0,0.0,0.0,,0.0,0.0,,true,常温・加工食品,インスタントドリンク,https://www.sej.co.jp/products/a/item/370590/,https://img.7api-01.dp1.sej.co.jp/item-image/370590/10B31E2FF83F6E3399423EEC3506579D.jpg
７Ｐ抹茶入り緑茶ティーバッグ５２袋,338.0,365.04,国産茶葉１００％使用。抹茶と緑茶粉末をブレンドした、うまみと香り豊かな味わい。,,,,,,,,,true,常温・加工食品,インスタントドリンク,https://www.sej.co.jp/products/a/item/370083/,https://img.7api-01.dp1.sej.co.jp/item-image/370083/A6378354C330C4EC6B2BF4FE9DDAA515.jpg
鉄板仕立てふわとろ山芋焼き,270.0,291.6,すりおろし長芋，玉子，出汁を生地に使用し、ふわとろ食感に焼き上げました。ソースとマヨネーズと鰹節を盛付け、おつまみにもなる商品です。,"卵,小麦",176.0,18.4,9.3,1.1,5.2,1.7,17.3,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/100595/,https://img.7api-01.dp1.sej.co.jp/item-image/100595/989EB675DD5378D18147D79074D022F7.jpg
ねぎ盛り和歌山風中華そば,540.0,583.2,とろみのある醤油豚骨スープに、コシのある中華麺を合わせた和歌山風中華そばです。,"卵,乳,小麦",432.0,68.8,9.4,3.6,19.8,4.8,65.2,false,そば・うどん・中華麺,中華麺,https://www.sej.co.jp/products/a/item/090719/,https://img.7api-01.dp1.sej.co.jp/item-image/090719/ACE56771595846898C6C8A804CE3BB5B.jpg
７プレミアムささみチーズカツ,298.0,321.84,大葉の香りで味わうささみチーズカツです。,"卵,乳,小麦",252.0,18.1,10.2,0.0,22.0,2.5,18.1,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410192/,https://img.7api-01.dp1.sej.co.jp/item-image/410192/5C1FB1BC864975E45BBE380C34BD6F77.jpg
豚汁道産豚肉使用,298.0,321.84,味噌の風味豊かでお肉の旨味やコクが感じられるスープに、豚肉やじゃがいもなどの具材を入れた食べ応えのある豚汁です,,177.0,14.5,8.9,3.0,11.3,2.8,11.5,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/104751/,https://img.7api-01.dp1.sej.co.jp/item-image/104751/E204A16AEDC679863C55F6108FC5CB44.jpg
７プレミアム結束スパゲッティ４００ｇ,198.0,213.84,コシがあり、歯切れのよい食感のスパゲッティです。１００ｇ（１人前）ずつ結束されているので、計量いらずです。１．７ｍｍは、どんなソースとも相性ぴったりです。,小麦,356.0,73.9,1.9,2.7,12.2,0.0,71.2,true,常温・加工食品,レトルト食品・パスタ・パスタソース,https://www.sej.co.jp/products/a/item/340177/,https://img.7api-01.dp1.sej.co.jp/item-image/340177/A165B296DD8BBACFA0E5FFC74A6DE36F.jpg
７プレミアム黒糖わらび,118.0,127.44,片手で手軽に食べていただける、黒糖わらびです。,,131.0,32.2,0.2,0.3,0.2,0.01,31.9,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310306/,https://img.7api-01.dp1.sej.co.jp/item-image/310306/39D8199BDE34BA550E6F533E94B7D49D.jpg
７プレミアムチーズトッポギ,338.0,365.04,もちもちとした食感の餅に甘辛いソースを絡めたチーズトッポギです。,"乳,小麦",362.0,49.4,14.2,2.4,10.4,1.9,47.0,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410347/,https://img.7api-01.dp1.sej.co.jp/item-image/410347/16E403DA7FC83CE0AD925F9208F29F6D.jpg
７Ｐ１分湯戻し大盛ソース焼そば,178.0,192.24,,"卵,乳,小麦",795.0,90.5,43.0,4.4,13.7,7.2,86.1,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340810/,https://img.7api-01.dp1.sej.co.jp/item-image/340810/81737251C42DC9EAB1970BB9E9083BDF.jpg
７プレミアムカシューナッツ,318.0,343.44,カシューナッツをじっくりと時間をかけて焼き上げ、甘さを引き立たせました。,,462.0,20.2,37.5,5.2,13.5,0.3,15.0,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/311209/,https://img.7api-01.dp1.sej.co.jp/item-image/311209/65B580285C463A3B02D4134E200F73F8.jpg
こだわりおむすび丸ごと半熟煮玉子,268.0,289.44,品質にこだわった厳選具材を使用した直巻おむすび。豚骨醤油味の御飯に、黄身がとろっとした半熟の煮玉子を丸ごと１個具材に使用しました。,"卵,小麦",280.0,36.4,11.2,2.0,9.3,2.5,34.4,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043695/,https://img.7api-01.dp1.sej.co.jp/item-image/043695/F981D9EA2A67D55B01C1DB1A9BA0E6FB.jpg
黒蜜と宇治抹茶のとろーり和ぷりん,230.0,248.4,米粉を使用したとろーり食感の宇治抹茶プリンに、黒蜜ソースときな粉を組み合わせた和風の味わいのプリンです。,"卵,乳",168.0,27.1,4.8,1.0,4.5,0.1,26.1,false,スイーツ,和菓子,https://www.sej.co.jp/products/a/item/113837/,https://img.7api-01.dp1.sej.co.jp/item-image/113837/A8DD6E726BA0C2D9230E64500437DFC9.jpg
７プレミアムフレッシュバナナ,220.0,237.6,朝食やおやつに最適な、濃厚な甘みが特長のバナナです。,,,,,,,,,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250011/,https://img.7api-01.dp1.sej.co.jp/item-image/250011/97268330827831C8662E082457E0F4CF.jpg
７プレミアム特製牛皿,388.0,419.04,秘伝タレでふっくら煮た特製牛皿です。,小麦,240.0,14.0,15.4,1.5,12.2,2.2,12.5,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410078/,https://img.7api-01.dp1.sej.co.jp/item-image/410078/018F55CFD96D1A38BF42D41FA46B9802.jpg
ふわふわコッペつぶあん＆マーガリン,128.0,138.24,ボリューム感あるふわふわ食感の生地にコクのある甘みの粒餡と塩味の効いたマーガリンを絞った菓子パンです。,"卵,乳,小麦",360.0,57.2,11.4,3.0,8.6,1.0,54.2,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302868/,https://img.7api-01.dp1.sej.co.jp/item-image/302868/E50C5B791E3729CBD1468A8453F2AEC9.jpg
冷しぶっかけななこいもとろろそば,470.0,507.6,粘りと旨みの強いななこいもとろろに鰹だしを効かせたつゆを合わせた冷たいとろろそばです。,"卵,小麦,そば",305.0,56.4,3.7,4.6,13.8,2.6,51.8,false,そば・うどん・中華麺,そば,https://www.sej.co.jp/products/a/item/090761/,https://img.7api-01.dp1.sej.co.jp/item-image/090761/EBEA3DE702412DDE8F25210E97E3F9EB.jpg
井村屋やわもちパフェいちご大福味,260.0,280.8,,"卵,乳,小麦",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450824/,https://img.7api-01.dp1.sej.co.jp/item-image/450824/4D8435A7C401A0B4822D82658B557EB1.jpg
おつまみメンマ＆チャーシュー辛ねぎ和え,298.0,321.84,鶏ガラの旨味が効いたメンマ炒めと、ロースチャーシュー辛ねぎ和えを組み合わせたおつまみメニューです。,"乳,小麦",64.0,5.7,3.2,2.7,4.5,1.7,3.0,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/100738/,https://img.7api-01.dp1.sej.co.jp/item-image/100738/BAA454DEE1B7F4A944A858BB1A03F1E1.jpg
野菜の旨みけんちんそば,550.0,594.0,じっくり煮込んだ野菜を盛り付け、つゆにも野菜の旨みが溶けこんだ、けんちんそばです。,"卵,小麦,そば",424.0,68.3,7.2,6.6,24.8,5.5,61.7,false,そば・うどん・中華麺,そば,https://www.sej.co.jp/products/a/item/095020/,https://img.7api-01.dp1.sej.co.jp/item-image/095020/6518BE7385F0E0490D9C32AB60ED0AC1.jpg
混ぜて食べるピリ辛砂肝ポン酢,250.0,270.0,コリコリとした食感の砂肝を、玉葱、青葱と一緒にさっぱりとした柚子ポン酢ジュレでお召し上がりください。,小麦,62.0,5.3,0.7,0.5,8.9,1.1,4.8,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/104129/,https://img.7api-01.dp1.sej.co.jp/item-image/104129/3987BCC8C3F2C9E1AF90E1E314700CC3.jpg
７プレミアムひねり揚,138.0,149.04,サクサクとした食感。塩のうま味が広がります。,小麦,513.0,47.5,34.0,1.4,4.9,2.0,46.1,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310021/,https://img.7api-01.dp1.sej.co.jp/item-image/310021/60956082042736552294F377F959FCF8.jpg
海賊むすび,270.0,291.6,４種類の人気具材を入れたボリュームのあるおむすびです。,"卵,乳,小麦,えび,かに",348.0,63.3,7.8,3.5,7.8,2.6,59.8,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/044440/,https://img.7api-01.dp1.sej.co.jp/item-image/044440/0A050DAFC8B9AC86648A453CC53568D7.jpg
７プレミアムブルーベリー,248.0,267.84,甘味と酸味のバランスが良い大粒サイズの冷凍ブルーベリーです。保存に便利なチャック付き包材入りです。,,81.0,21.5,0.1,2.6,0.8,0.0,18.9,false,冷凍食品,冷凍食材,https://www.sej.co.jp/products/a/item/410326/,https://img.7api-01.dp1.sej.co.jp/item-image/410326/5F652D70326232A7C8868CC55EB9CE03.jpg
おつまみ砂ずり塩焼そばレモン果汁付き,460.0,496.8,地区の人気鉄板メニュー「砂ずり」をたっぷり盛り付け、麺も合わせることでおつまみにも食事にも対応した焼そばです,"卵,小麦",403.0,53.1,11.8,3.2,22.8,3.8,49.9,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/094965/,https://img.7api-01.dp1.sej.co.jp/item-image/094965/A990B3225A2DE55757D3BB558CC918D9.jpg
焼き鮭御飯,348.0,375.84,昆布だしで炊き上げた御飯に、香ばしく焼いた鮭と２種の副菜を盛付けました。,小麦,327.0,63.8,3.6,0.8,10.3,2.1,63.0,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/041685/,https://img.7api-01.dp1.sej.co.jp/item-image/041685/A6FE6E8D16A330E9A9CCF98EE4F223EF.jpg
